"sess","id","whole","time","where","day","sessname"
92,478,"from causal roadmaps to hedging your bets in the adventures of comparative effectiveness research: an illustration using an effect modification analysis wenjing zheng, university of california, berkeley mark van der laan, university of california, berkeley of star*d zhehui luo*, michigan state university","5:00","Grand Ballroom VI (3rd Floor)","Tuesday, March 18","92. parametric or nonparametric; which is the answer?"
93,480,"93. causal inference in high dimensional settings in imaging public health","5:25","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","93. causal inference in high dimensional settings"
93,481,"calibrated observational studies david madigan*, columbia university","3:45","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","93. causal inference in high dimensional settings"
93,482,"connectivity and causality in brain imaging martin a. lindquist*, johns hopkins bloomberg school of public health","4:10","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","93. causal inference in high dimensional settings"
93,483,"causal inference for fmri time series data with systematic errors of measurement in a balanced on/off study of social evaluative threat martin a. lindquist, johns hopkins bloomberg school michael e. sobel*, columbia university of public health","4:35","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","93. causal inference in high dimensional settings"
93,484,"data adaptive target parameters in causal inference alan e. hubbard* and mark van der laan, university of california, berkeley","5:00","Grand Ballroom VII (3rd Floor)","Tuesday, March 18","93. causal inference in high dimensional settings"
94,485,"94. advances in time series analysis of biomedical signals in imaging","5:25","Grand Ballroom II (3rd Floor)","Tuesday, March 18","94. advances in time series analysis of biomedical signals"
94,486,"spatial identification of epileptic brain regions giovanni motta*, columbia university michael m. haglund and daryl hochman, duke university","3:45","Grand Ballroom II (3rd Floor)","Tuesday, March 18","94. advances in time series analysis of biomedical signals"
94,487,"time series analysis of molecular motor-cargo complexes john fricks*, the pennsylvania state university","4:10","Grand Ballroom II (3rd Floor)","Tuesday, March 18","94. advances in time series analysis of biomedical signals"
94,488,"penalized multivariate whittle likelihood for power spectrum estimation robert t. krafty*, temple university william o. collinge, university of pittsburgh","4:35","Grand Ballroom II (3rd Floor)","Tuesday, March 18","94. advances in time series analysis of biomedical signals"
94,489,"a bayesian model of activation and functional connectivity for event-related fmri wesley k. thompson*, university of california, san diego","5:00","Grand Ballroom II (3rd Floor)","Tuesday, March 18","94. advances in time series analysis of biomedical signals"
95,490,"95. frontiers in statistical genetics for complex trait association","5:25","Grand Ballroom III (3rd Floor)","Tuesday, March 18","95. frontiers in statistical genetics for complex trait association"
95,491,"genetic architecture of complex traits: implications for discovery, prediction and prevention national institutes of health nilanjan chatterjee*, national cancer institute, juhyun park, dongukk university, south korea","3:45","Grand Ballroom III (3rd Floor)","Tuesday, March 18","95. frontiers in statistical genetics for complex trait association"
95,492,"statistical approaches for rare-variant association testing in families michael p. epstein*, emory university","4:10","Grand Ballroom III (3rd Floor)","Tuesday, March 18","95. frontiers in statistical genetics for complex trait association"
95,493,"a novel collapsing method for rare copy number variants jung-ying tzeng*, north carolina state university of north carolina, chapel hill * = presenter | n = student award winner jin p. szatkiewicz and patrick f. sullivan, university program 83","4:35","Grand Ballroom III (3rd Floor)","Tuesday, March 18","95. frontiers in statistical genetics for complex trait association"
95,494,"testing association without calling genotypes allows for systematic differences in read depth and sequencing error rate between glen a. satten*, centers for disease control richard johnston and peizhou liao, emory university yijuan hu, emory university cases and controls and prevention yu jiang and andrew s. allen, duke university","5:00","Grand Ballroom III (3rd Floor)","Tuesday, March 18","95. frontiers in statistical genetics for complex trait association"
96,495,"96. functional data approaches to neurological and mental disease nonparametric statistics asa section on statistics in imaging, asa section on","5:25","Grand Ballroom V (3rd Floor)","Tuesday, March 18","96. functional data approaches to neurological and mental disease"
96,496,"distance splines, nonparametric functional regression, and multimodal neuroimaging philip t. reiss*, new york university and lei huang, johns hopkins university david l. miller, university of st andrews nathan kline institute huaihou chen, new york university","3:45","Grand Ballroom V (3rd Floor)","Tuesday, March 18","96. functional data approaches to neurological and mental disease"
96,497,"assessing systematic effects of stroke on motor control using hierarchical function-on-scalar regression jeff goldsmith* and tomoko kitago, columbia university","4:10","Grand Ballroom V (3rd Floor)","Tuesday, March 18","96. functional data approaches to neurological and mental disease"
96,498,"flexible concurrent regression models for functional data janet kim, ana-maria staicu* and arnab maity, north carolina state university","4:35","Grand Ballroom V (3rd Floor)","Tuesday, March 18","96. functional data approaches to neurological and mental disease"
96,499,"biosignatures based on imaging data todd ogden*, columbia university adam ciarleglio and eva petkova, new york university thaddeus tarpey, wright state university","5:00","Grand Ballroom V (3rd Floor)","Tuesday, March 18","96. functional data approaches to neurological and mental disease"
97,500,"97. modeling neurological diseases with imaging data * = presenter | n = student award winner asa biometrics section 84 enar 2014 | spring meeting | march 16–19","5:25","Harborside Room A (4th Floor)","Tuesday, March 18","97. modeling neurological diseases with imaging data"
97,501,"developmental disorders and neuroimaging: tools, results and issues brian s. caffo*, johns hopkins bloomberg school of public health","3:45","Harborside Room A (4th Floor)","Tuesday, March 18","97. modeling neurological diseases with imaging data"
97,502,"learning brain connectivity network of depression via multi-attribute canonical correlation graphs jian kang*, emory university dubois f. bowman, columbia university han liu, princeton university helen s. mayberg, emory university","4:10","Harborside Room A (4th Floor)","Tuesday, March 18","97. modeling neurological diseases with imaging data"
97,503,"normalization techniques for statistical inference from magnetic resonance imaging russell t. shinohara*, university of pennsylvania jeff goldsmith, columbia university farrah j. mateen, harvard university university dzung l. pham, henry m. jackson foundation daniel s. reich, national institute of neurological elizabeth m. sweeney, johns hopkins university navid shiee, henry m. jackson foundation peter a. calabresi and samson jarso, johns hopkins disorders and stroke, national institutes of health ciprian m. crainiceanu, johns hopkins university","4:35","Harborside Room A (4th Floor)","Tuesday, March 18","97. modeling neurological diseases with imaging data"
